Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Parental_Involvement,Access_to_Resources,Motivation_Level,Family_Income,Teacher_Quality,Parental_Education_Level,Distance_from_Home,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_No,Internet_Access_Yes,School_Type_Private,School_Type_Public,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_No,Learning_Disabilities_Yes,Gender_Female,Gender_Male,Teacher_x_Parental_Inv,Exam_Score
0.5050787076639097,0.34452034758124034,-0.023818731247479463,-0.14349105455892994,-1.2118584192988318,0.02651641438595255,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,67
-0.16325988102497352,-1.387108776397756,0.657418344521235,-1.1157632691344355,0.40903557216346226,0.9984801554986245,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,61
0.6721633548361304,1.5566607343665377,-0.023818731247479463,1.106573221323863,0.40903557216346226,0.9984801554986245,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,74
1.5075865906972346,0.7774276285759895,0.657418344521235,1.5927093286116158,-0.4014114235676847,0.9984801554986245,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,71
-0.16325988102497352,1.0371719971728388,-0.705055807016194,-0.6990751771735045,1.2194825678946093,0.9984801554986245,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,70
-0.16325988102497352,0.6908461723770396,0.657418344521235,0.9676771906702193,1.2194825678946093,0.02651641438595255,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,71
1.5075865906972346,0.34452034758124034,-0.023818731247479463,-0.49073113119303907,-0.4014114235676847,-0.9454473267267194,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,67
0.8392480020083513,-0.17496838961245856,-0.705055807016194,-1.740795407075832,-0.4014114235676847,-0.9454473267267194,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,66
-0.4974291753694151,1.2103349095707385,-0.705055807016194,0.34264505272882284,-1.2118584192988318,-1.9174110678393914,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,69
0.5050787076639097,1.5566607343665377,0.657418344521235,-0.2823870852125736,-1.2118584192988318,1.9704438966112965,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,72
-0.4974291753694151,-0.0018054772145589292,0.657418344521235,0.8982291753433975,2.029929563625756,0.9984801554986245,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,68
-0.4974291753694151,1.470079278167588,-0.705055807016194,0.8287811600165756,0.40903557216346226,-0.9454473267267194,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,71
0.17090941331946807,0.25793889138229054,0.657418344521235,1.5232613132847939,0.40903557216346226,0.9984801554986245,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,70
-1.8341063527471815,0.1713574351833407,0.657418344521235,-0.21293906988575176,0.40903557216346226,0.02651641438595255,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,66
-1.6670217055749608,-0.17496838961245856,0.657418344521235,-0.0740430392321081,-0.4014114235676847,0.9984801554986245,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,65
-0.4974291753694151,-1.0407829516019567,0.657418344521235,-0.35183510053939543,0.40903557216346226,0.9984801554986245,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,64
-0.9986831168860775,-1.7334346011935553,2.019892496058664,-0.6990751771735045,-1.2118584192988318,0.02651641438595255,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,60
0.3379940604916889,-0.8676200392040571,-0.705055807016194,0.48154108338246654,-0.4014114235676847,0.02651641438595255,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,65
-0.8315984697138568,-0.0018054772145589292,1.3386554202899494,1.106573221323863,1.2194825678946093,-0.9454473267267194,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,67
-1.3328524112305191,-0.434712758209308,-0.023818731247479463,-1.1852112844612572,1.2194825678946093,0.9984801554986245,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,66
1.5075865906972346,-0.17496838961245856,-1.3862928827849084,1.6621573439384376,-1.2118584192988318,-1.9174110678393914,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,69
-0.16325988102497352,1.6432421905654877,-0.705055807016194,0.6204371140361101,-0.4014114235676847,0.02651641438595255,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,72
0.0038247661472472732,-0.5212942144082578,0.657418344521235,0.9676771906702193,-0.4014114235676847,-0.9454473267267194,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,66
-1.4999370584027398,-0.17496838961245856,0.657418344521235,1.7316053592652594,-0.4014114235676847,0.02651641438595255,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,66
-0.4974291753694151,-1.3005273201988061,-1.3862928827849084,-0.004595023905286278,0.40903557216346226,0.02651641438595255,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,63
0.17090941331946807,-1.5602716887956556,-0.705055807016194,-1.4630033457685447,-1.2118584192988318,0.02651641438595255,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,64
-1.1657677640582984,0.9505905409738891,-0.705055807016194,1.037125205997041,-0.4014114235676847,-0.9454473267267194,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,65
0.3379940604916889,0.25793889138229054,-0.705055807016194,1.3149172673043283,-1.2118584192988318,-0.9454473267267194,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,71
-0.6645138225416359,0.8640090847749392,-2.0675299585536226,-1.1852112844612572,-0.4014114235676847,0.02651641438595255,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,66
-0.33034452819719434,-1.2139458639998564,-2.0675299585536226,-1.67134739174901,0.40903557216346226,-0.9454473267267194,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,64
-0.6645138225416359,0.25793889138229054,-0.705055807016194,-1.2546592997880792,-1.2118584192988318,0.9984801554986245,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,63
1.841755885041676,-0.8676200392040571,-0.023818731247479463,-0.6296271618466828,-0.4014114235676847,0.02651641438595255,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,69
0.0038247661472472732,-0.9542014954030069,0.657418344521235,1.453813297957972,0.40903557216346226,0.02651641438595255,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,67
0.8392480020083513,-1.3005273201988061,-1.3862928827849084,1.037125205997041,0.40903557216346226,0.02651641438595255,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,68
-1.1657677640582984,-0.6944571268061575,-0.705055807016194,1.2454692519775066,-0.4014114235676847,0.02651641438595255,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,61
0.17090941331946807,-1.3005273201988061,-0.023818731247479463,1.106573221323863,0.40903557216346226,0.02651641438595255,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,64
-2.001190999919402,1.6432421905654877,1.3386554202899494,-1.4630033457685447,0.40903557216346226,1.9704438966112965,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,67
-1.3328524112305191,-0.6944571268061575,0.657418344521235,0.6204371140361101,-0.4014114235676847,1.9704438966112965,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,63
0.17090941331946807,-1.3005273201988061,-0.705055807016194,1.5927093286116158,-0.4014114235676847,0.9984801554986245,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,64
0.6721633548361304,-1.0407829516019567,0.657418344521235,-1.324107315114901,1.2194825678946093,-1.9174110678393914,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,67
0.17090941331946807,0.34452034758124034,-0.705055807016194,-1.6018993764221883,-0.4014114235676847,-0.9454473267267194,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,65
-0.16325988102497352,-1.4736902325967058,-0.023818731247479463,1.3149172673043283,-0.4014114235676847,0.02651641438595255,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64
-0.33034452819719434,1.2103349095707385,-0.023818731247479463,0.48154108338246654,1.2194825678946093,-0.9454473267267194,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,70
-1.4999370584027398,1.5566607343665377,1.3386554202899494,0.48154108338246654,-0.4014114235676847,0.02651641438595255,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,68
-0.6645138225416359,-0.8676200392040571,0.657418344521235,1.5927093286116158,0.40903557216346226,0.02651641438595255,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,65
-0.4974291753694151,-0.17496838961245856,-0.705055807016194,0.8982291753433975,-0.4014114235676847,0.02651641438595255,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,68
1.006332649180572,-1.6468531449946056,-0.705055807016194,-0.35183510053939543,0.40903557216346226,0.02651641438595255,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,64
0.3379940604916889,0.51768325997914,-0.023818731247479463,-0.21293906988575176,1.2194825678946093,-0.9454473267267194,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,68
-1.8341063527471815,-0.2615498458114084,-1.3862928827849084,-1.2546592997880792,0.40903557216346226,0.02651641438595255,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,63
0.3379940604916889,-0.7810385830051073,-0.023818731247479463,-0.6990751771735045,-0.4014114235676847,0.9984801554986245,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64
-0.33034452819719434,-1.0407829516019567,-0.023818731247479463,-0.21293906988575176,-1.2118584192988318,0.02651641438595255,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,64
-0.6645138225416359,0.51768325997914,0.657418344521235,-0.8379712078271482,0.40903557216346226,0.9984801554986245,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,67
0.6721633548361304,-0.2615498458114084,0.657418344521235,1.453813297957972,-1.2118584192988318,0.02651641438595255,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,67
